Route_name,Time_stamp,Maximum_queue_length_points,Maximum_queue_length_meters,Num_vehicles,Coordinates
23.733238,23.733238,1356,461.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733054,23.733054,1290,461.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733023,23.733023,1290,461.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733302,23.733302,1360,462.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731939,23.731939,1184,462.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732922,23.732922,1290,462.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733393,23.733393,1359,462.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732171,23.732171,1083,463.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732992,23.732992,1356,463.2,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732958,23.732958,1356,463.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733332,23.733332,1359,463.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733429,23.733429,1363,463.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733301,23.733301,1359,464,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732861,23.732861,1356,464.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732833,23.732833,1356,464.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733208,23.733208,1359,464.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732768,23.732768,1356,465.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733175,23.733175,1359,465.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733391,23.733391,1368,465.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732702,23.732702,1360,467.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732608,23.732608,1360,468.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732764,23.732764,1359,468.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733456,23.733456,1388,469.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732144,23.732144,1241,470.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733425,23.733425,1388,470.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732104,23.732104,1241,470.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.734134,23.734134,1261,472.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732609,23.732609,1368,472.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73214,23.73214,1363,475.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732103,23.732103,1363,475.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732367,23.732367,1180,477.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732348,23.732348,1180,478.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.734104,23.734104,1261,478.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731852,23.731852,1360,478.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.734068,23.734068,1261,480.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732985,23.732985,1361,480.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73192,23.73192,1368,480.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732275,23.732275,1406,485.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732241,23.732241,1406,485.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73221,23.73221,1406,485.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732173,23.732173,1406,485.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731598,23.731598,1388,487.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731556,23.731556,1388,488.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731552,23.731552,1205,489.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733996,23.733996,1273,497.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732262,23.732262,1082,499.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732326,23.732326,1291,501.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732213,23.732213,1258,501.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732327,23.732327,1311,502.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733975,23.733975,1440,506.64,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733981,23.733981,1494,508.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731313,23.731313,1457,511.4,OktovriouIs28_tw_South,
,,,,,
23.731312,23.731312,1457,511.64,OktovriouIs28_tw_South,
,,,,,
23.73127,23.73127,1515,513.36,OktovriouIs28_tw_South,
,,,,,
23.731265,23.731265,1515,513.8,OktovriouIs28_tw_South,
,,,,,
23.731261,23.731261,1515,514.2,OktovriouIs28_tw_South,
,,,,,
23.732237,23.732237,1322,515.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731359,23.731359,1517,516.4,OktovriouIs28_tw_South,
,,,,,
23.732222,23.732222,277,517.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733996,23.733996,1506,517.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731356,23.731356,1522,519.16,OktovriouIs28_tw_South,
,,,,,
23.731331,23.731331,1521,519.36,OktovriouIs28_tw_South,
,,,,,
23.732242,23.732242,1385,519.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732325,23.732325,277,519.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731325,23.731325,1521,519.8,OktovriouIs28_tw_South,
,,,,,
23.731319,23.731319,1521,520.24,OktovriouIs28_tw_South,
,,,,,
23.731314,23.731314,1521,520.6,OktovriouIs28_tw_South,
,,,,,
23.731299,23.731299,1521,521.8,OktovriouIs28_tw_South,
,,,,,
23.731365,23.731365,1546,521.96,OktovriouIs28_tw_South,
,,,,,
23.731295,23.731295,1521,522.16,OktovriouIs28_tw_South,
,,,,,
23.73136,23.73136,1546,522.28,OktovriouIs28_tw_South,
,,,,,
23.731291,23.731291,1521,522.56,OktovriouIs28_tw_South,
,,,,,
23.731356,23.731356,1546,522.56,OktovriouIs28_tw_South,
,,,,,
23.731351,23.731351,1546,522.84,OktovriouIs28_tw_South,
,,,,,
23.731389,23.731389,1562,523.24,OktovriouIs28_tw_South,
,,,,,
23.731318,23.731318,1550,525.08,OktovriouIs28_tw_South,
,,,,,
23.731314,23.731314,1550,525.28,OktovriouIs28_tw_South,
,,,,,
23.7313,23.7313,1546,525.32,OktovriouIs28_tw_South,
,,,,,
23.731309,23.731309,1550,525.56,OktovriouIs28_tw_South,
,,,,,
23.731289,23.731289,1546,525.8,OktovriouIs28_tw_South,
,,,,,
23.731305,23.731305,1550,525.8,OktovriouIs28_tw_South,
,,,,,
23.731284,23.731284,1546,526.04,OktovriouIs28_tw_South,
,,,,,
23.731299,23.731299,1550,526.08,OktovriouIs28_tw_South,
,,,,,
23.731279,23.731279,1546,526.28,OktovriouIs28_tw_South,
,,,,,
23.731294,23.731294,1550,526.32,OktovriouIs28_tw_South,
,,,,,
23.731274,23.731274,1546,526.52,OktovriouIs28_tw_South,
,,,,,
23.731288,23.731288,1550,526.6,OktovriouIs28_tw_South,
,,,,,
23.731268,23.731268,1546,526.8,OktovriouIs28_tw_South,
,,,,,
23.731283,23.731283,1550,526.84,OktovriouIs28_tw_South,
,,,,,
23.731264,23.731264,1546,527.04,OktovriouIs28_tw_South,
,,,,,
23.731278,23.731278,1550,527.08,OktovriouIs28_tw_South,
,,,,,
23.731259,23.731259,1546,527.28,OktovriouIs28_tw_South,
,,,,,
23.731391,23.731391,1533,528.2,OktovriouIs28_tw_South,
,,,,,
23.73144,23.73144,1594,528.28,OktovriouIs28_tw_South,
,,,,,
23.73143,23.73143,1594,528.76,OktovriouIs28_tw_South,
,,,,,
23.731425,23.731425,1594,528.96,OktovriouIs28_tw_South,
,,,,,
23.732234,23.732234,1296,529.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731383,23.731383,1533,529.88,OktovriouIs28_tw_South,
,,,,,
23.732222,23.732222,1485,531.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731403,23.731403,1578,531.36,OktovriouIs28_tw_South,
,,,,,
23.734155,23.734155,1526,531.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732298,23.732298,1496,531.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732375,23.732375,1496,533.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731431,23.731431,1588,533.4,OktovriouIs28_tw_South,
,,,,,
23.731425,23.731425,1588,533.8,OktovriouIs28_tw_South,
,,,,,
23.732336,23.732336,1454,534.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73142,23.73142,1588,534.12,OktovriouIs28_tw_South,
,,,,,
23.731414,23.731414,1588,534.48,OktovriouIs28_tw_South,
,,,,,
23.731403,23.731403,1588,535.16,OktovriouIs28_tw_South,
,,,,,
23.731439,23.731439,1605,535.28,OktovriouIs28_tw_South,
,,,,,
23.731398,23.731398,1588,535.52,OktovriouIs28_tw_South,
,,,,,
23.732554,23.732554,1261,535.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731433,23.731433,1605,535.6,OktovriouIs28_tw_South,
,,,,,
23.732522,23.732522,1261,536.2,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731418,23.731418,1605,536.52,OktovriouIs28_tw_South,
,,,,,
23.732464,23.732464,1261,537.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732435,23.732435,1261,537.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732414,23.732414,1261,537.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732389,23.732389,1261,538.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73138,23.73138,1560,538.32,OktovriouIs28_tw_South,
,,,,,
23.731373,23.731373,1560,539,OktovriouIs28_tw_South,
,,,,,
23.732638,23.732638,1477,540.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731933,23.731933,1374,541.64,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731901,23.731901,1374,542,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732183,23.732183,1433,542,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732768,23.732768,1505,542.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731873,23.731873,1374,542.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732142,23.732142,1433,542.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732863,23.732863,1523,542.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732105,23.732105,1433,542.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731836,23.731836,1374,542.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732833,23.732833,1523,542.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732925,23.732925,1525,543.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731805,23.731805,1374,543.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73205,23.73205,1433,543.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732892,23.732892,1525,543.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731776,23.731776,1374,543.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732019,23.732019,1433,543.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732766,23.732766,1523,543.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731985,23.731985,1433,543.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731748,23.731748,1374,543.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732993,23.732993,1526,544.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732202,23.732202,1218,544.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732705,23.732705,1523,544.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731854,23.731854,1454,544.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732926,23.732926,1526,545.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732638,23.732638,1523,545.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732606,23.732606,1523,545.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732864,23.732864,1526,545.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732925,23.732925,1548,546,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732835,23.732835,1526,546.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732894,23.732894,1548,546.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731839,23.731839,1221,546.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731811,23.731811,1221,546.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732766,23.732766,1526,546.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733506,23.733506,1482,547.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732769,23.732769,1548,547.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731593,23.731593,1374,547.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732335,23.732335,1513,548,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733476,23.733476,1482,548.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732042,23.732042,1477,548.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732312,23.732312,1513,548.2,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732014,23.732014,1477,548.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73228,23.73228,1513,548.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731983,23.731983,1477,548.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732328,23.732328,1505,548.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732146,23.732146,1264,549.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732297,23.732297,1505,549.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732335,23.732335,1323,550,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732309,23.732309,1323,550.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732396,23.732396,1525,550.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733331,23.733331,1534,550.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732279,23.732279,1323,550.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732044,23.732044,1264,550.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73227,23.73227,1323,550.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733301,23.733301,1534,550.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732172,23.732172,1523,550.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732981,23.732981,1518,550.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732258,23.732258,1323,551.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732016,23.732016,1264,551.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732143,23.732143,1305,551.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732122,23.732122,1523,551.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733239,23.733239,1534,551.64,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731983,23.731983,1264,551.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732393,23.732393,1325,551.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732367,23.732367,1325,552.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733332,23.733332,1566,552.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731832,23.731832,1513,552.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732218,23.732218,1387,552.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733308,23.733308,1482,552.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732184,23.732184,1387,553.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732173,23.732173,1387,553.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732244,23.732244,1548,553.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732144,23.732144,1387,553.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732223,23.732223,1548,553.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733208,23.733208,1566,553.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731978,23.731978,1305,554.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733179,23.733179,1566,554.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732106,23.732106,1387,554.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73296,23.73296,1534,554.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731938,23.731938,1305,554.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732465,23.732465,1478,555.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732437,23.732437,1478,555.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732414,23.732414,1478,556.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73239,23.73239,1478,556.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732042,23.732042,1325,557.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732994,23.732994,1596,558.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732607,23.732607,1534,558.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732014,23.732014,1325,558.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732922,23.732922,1596,558.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731512,23.731512,1513,559.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731984,23.731984,1325,559.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733555,23.733555,1622,559.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732218,23.732218,1349,560.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732176,23.732176,1329,560.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732187,23.732187,1349,560.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731523,23.731523,1586,561.08,OktovriouIs28_tw_LeofAlexandras,
,,,,,
23.731526,23.731526,1586,561.28,OktovriouIs28_tw_LeofAlexandras,
,,,,,
23.732957,23.732957,1612,562.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732924,23.732924,1612,562.76,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731799,23.731799,1525,564.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732211,23.732211,1341,565,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731642,23.731642,1251,565.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731643,23.731643,1525,566.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731278,23.731278,1703,569.4,OktovriouIs28_tw_South,
,,,,,
23.731285,23.731285,1707,569.68,OktovriouIs28_tw_South,
,,,,,
23.734156,23.734156,1712,572.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731854,23.731854,1596,572.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732209,23.732209,1402,574.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732393,23.732393,1398,574.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732175,23.732175,1402,574.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733053,23.733053,1544,575.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73185,23.73185,1612,575.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732122,23.732122,1402,575.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73232,23.73232,1567,578.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733457,23.733457,1679,578.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733426,23.733426,1679,579.2,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733334,23.733334,1712,580.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733304,23.733304,1712,581.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733208,23.733208,1679,581.64,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731291,23.731291,1370,581.68,OktovriouIs28_tw_South,
,,,,,
23.733239,23.733239,1712,581.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732212,23.732212,1552,582.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73221,23.73221,271,584.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732362,23.732362,1635,585.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732338,23.732338,1635,585.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732324,23.732324,1407,586.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733963,23.733963,1631,586.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731937,23.731937,1552,587.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732328,23.732328,1436,588.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73233,23.73233,1445,590.64,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733995,23.733995,1528,590.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732223,23.732223,1464,591.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732314,23.732314,1328,593.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732346,23.732346,1328,594.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732316,23.732316,1514,596.24,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733996,23.733996,1655,596.52,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731363,23.731363,1748,597.64,OktovriouIs28_tw_South,
,,,,,
23.732329,23.732329,1658,597.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731276,23.731276,1703,600.96,OktovriouIs28_tw_South,
,,,,,
23.731275,23.731275,1703,601.16,OktovriouIs28_tw_South,
,,,,,
23.731317,23.731317,1706,601.44,OktovriouIs28_tw_South,
,,,,,
23.731312,23.731312,1681,601.76,OktovriouIs28_tw_South,
,,,,,
23.731311,23.731311,1681,601.92,OktovriouIs28_tw_South,
,,,,,
23.73131,23.73131,1681,602.04,OktovriouIs28_tw_South,
,,,,,
23.733982,23.733982,1629,602.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731312,23.731312,1706,602.52,OktovriouIs28_tw_South,
,,,,,
23.732208,23.732208,1389,602.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732286,23.732286,1586,603.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731223,23.731223,1705,603.96,OktovriouIs28_tw_South,
,,,,,
23.732223,23.732223,1724,604.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732185,23.732185,1389,605.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732319,23.732319,1724,606.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732227,23.732227,1516,606.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73201,23.73201,1389,608,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731979,23.731979,1389,608.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731941,23.731941,1389,608.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731553,23.731553,1739,610.2,OktovriouIs28_tw_LeofAlexandras,
,,,,,
23.732256,23.732256,1540,612.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732344,23.732344,1540,614.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732238,23.732238,1646,618.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73141,23.73141,1814,619.16,OktovriouIs28_tw_South,
,,,,,
23.731405,23.731405,1814,619.48,OktovriouIs28_tw_South,
,,,,,
23.731399,23.731399,1814,619.84,OktovriouIs28_tw_South,
,,,,,
23.731433,23.731433,1832,621.72,OktovriouIs28_tw_South,
,,,,,
23.731423,23.731423,1832,622.44,OktovriouIs28_tw_South,
,,,,,
23.731419,23.731419,1832,622.72,OktovriouIs28_tw_South,
,,,,,
23.732392,23.732392,1657,626.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732365,23.732365,1657,626.84,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732337,23.732337,1657,627.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732313,23.732313,1657,627.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73228,23.73228,1657,627.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732255,23.732255,1657,627.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731836,23.731836,1657,631.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731809,23.731809,1657,632.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732098,23.732098,1423,633.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73207,23.73207,1423,633.72,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733303,23.733303,1807,633.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732046,23.732046,1423,634,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732016,23.732016,1423,634.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731982,23.731982,1423,634.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733186,23.733186,1780,634.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732338,23.732338,1759,635.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732041,23.732041,1583,635.92,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732013,23.732013,1583,636.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733151,23.733151,1771,636.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731984,23.731984,1583,636.68,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733024,23.733024,1764,638.4,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732099,23.732099,1575,638.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732071,23.732071,1575,638.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732991,23.732991,1764,638.88,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733114,23.733114,1780,639.04,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732047,23.732047,1575,639.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733211,23.733211,1807,639.2,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732016,23.732016,1575,639.44,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.731986,23.731986,1575,639.8,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733177,23.733177,1807,640.08,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733052,23.733052,1780,640.12,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733023,23.733023,1780,640.56,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732995,23.732995,1780,640.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.73296,23.73296,1780,641.48,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.733023,23.733023,1807,642.32,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732736,23.732736,1764,643.16,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732337,23.732337,1791,643.28,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732309,23.732309,1791,643.6,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732277,23.732277,1791,643.96,LeofAlexandras_tw_28isOktovriou,
,,,,,
23.732243,23.732243,1791,644.36,LeofAlexandras_tw_28isOktovriou,
,,,,,
